Frequency Band,dB Value
Band 6600,-50.2109375
Band 7070,-51.1796875
Band 7580,-47.3203125
Band 8120,-46.328125
Band 8710,-45.765625
Band 9330,-46.28125
Band 10000,-42.9140625
Band 10720,-44.3046875
Band 11490,-49.7109375
Band 12310,-53.1953125
Band 13200,-57.8203125
Band 14140,-58.890625
Band 15160,-62.5390625
Band 16250,-70.90625
Band 17410,-74.7421875
Band 18660,-77.59375
Band 20,-104.0
Band 21,-104.0
Band 22,-104.0
Band 24,-104.0
Band 26,-104.0
Band 28,-104.0
Band 30,-104.0
Band 32,-104.0
Band 34,-104.0
Band 36,-104.0
Band 39,-104.0
Band 42,-104.0
Band 45,-104.0
Band 48,-104.0
Band 52,-104.0
Band 55,-104.0
Band 59,-104.0
Band 63,-104.0
Band 68,-104.0
Band 73,-104.0
Band 78,-104.0
Band 84,-104.0
Band 90,-99.5546875
Band 96,-98.9765625
Band 103,-92.7578125
Band 110,-93.328125
Band 118,-93.6484375
Band 127,-85.5078125
Band 136,-78.6796875
Band 146,-81.9609375
Band 156,-86.625
Band 167,-75.359375
Band 179,-74.515625
Band 192,-70.1484375
Band 206,-57.78125
Band 221,-70.75
Band 237,-77.6953125
Band 254,-64.09375
Band 272,-54.8515625
Band 292,-45.546875
Band 313,-69.6640625
Band 335,-79.6640625
Band 359,-77.890625
Band 385,-80.8046875
Band 412,-68.7265625
Band 442,-64.8359375
Band 474,-67.921875
Band 508,-73.1640625
Band 544,-70.5546875
Band 583,-62.1953125
Band 625,-79.1015625
Band 670,-79.015625
Band 718,-77.0
Band 769,-77.5078125
Band 825,-71.015625
Band 884,-66.0546875
Band 947,-72.1328125
Band 1020,-70.09375
Band 1090,-71.3125
Band 1170,-70.8828125
Band 1250,-71.21875
Band 1340,-73.8046875
Band 1440,-73.8125
Band 1540,-71.7109375
Band 1650,-71.796875
Band 1770,-74.4765625
Band 1890,-71.9921875
Band 2030,-70.1953125
Band 2180,-71.3828125
Band 2330,-67.203125
Band 2500,-68.609375
Band 2680,-69.140625
Band 2870,-69.9140625
Band 3080,-73.4921875
Band 3300,-76.09375
Band 3540,-73.9765625
Band 3790,-67.203125
Band 4060,-69.8125
Band 4350,-70.9765625
Band 4670,-74.765625
Band 5000,-71.09375
Band 5360,-75.28125
Band 5740,-77.0546875
Band 6160,-79.4921875
Band 6600,-79.3984375
Band 7070,-75.0234375
Band 7580,-68.0234375
Band 8120,-70.625
Band 8710,-69.8203125
Band 9330,-67.4609375
Band 10000,-71.40625
Band 10720,-76.0703125
Band 11490,-75.796875
Band 12310,-78.7734375
Band 13200,-80.171875
Band 14140,-81.234375
Band 15160,-75.390625
Band 16250,-78.9921875
Band 17410,-80.5390625
Band 18660,-80.515625
Band 20,-104.0
Band 21,-104.0
Band 22,-104.0
Band 24,-104.0
Band 26,-104.0
Band 28,-104.0
Band 30,-104.0
Band 32,-104.0
Band 34,-104.0
Band 36,-104.0
Band 39,-104.0
Band 42,-104.0
Band 45,-104.0
Band 48,-104.0
Band 52,-104.0
Band 55,-104.0
Band 59,-104.0
Band 63,-104.0
Band 68,-103.6796875
Band 73,-101.2890625
Band 78,-98.4375
Band 84,-90.6328125
Band 90,-88.375
Band 96,-92.0078125
Band 103,-92.8984375
Band 110,-89.7421875
Band 118,-90.265625
Band 127,-86.71875
Band 136,-80.4921875
Band 146,-79.5234375
Band 156,-70.4375
Band 167,-56.46875
Band 179,-47.1171875
Band 192,-53.9765625
Band 206,-55.6796875
Band 221,-54.3125
Band 237,-71.6015625
Band 254,-66.765625
Band 272,-57.9765625
Band 292,-68.375
Band 313,-79.0234375
Band 335,-72.96875
Band 359,-59.5390625
Band 385,-77.1640625
Band 412,-58.96875
Band 442,-57.0703125
Band 474,-74.9296875
Band 508,-61.6953125
Band 544,-59.375
Band 583,-62.2109375
Band 625,-65.0546875
Band 670,-64.34375
Band 718,-69.328125
Band 769,-74.59375
Band 825,-61.1640625
Band 884,-60.5703125
Band 947,-72.1875
Band 1020,-66.140625
Band 1090,-56.0625
Band 1170,-67.234375
Band 1250,-64.1015625
Band 1340,-69.625
Band 1440,-61.5546875
Band 1540,-61.65625
Band 1650,-66.5390625
Band 1770,-61.015625
Band 1890,-63.8125
Band 2030,-69.828125
Band 2180,-63.7421875
Band 2330,-68.828125
Band 2500,-69.9609375
Band 2680,-65.8671875
Band 2870,-66.953125
Band 3080,-69.765625
Band 3300,-67.21875
Band 3540,-74.2734375
Band 3790,-73.7578125
Band 4060,-72.7265625
Band 4350,-69.0859375
Band 4670,-70.65625
Band 5000,-72.234375
Band 5360,-75.96875
Band 5740,-75.734375
Band 6160,-73.734375
Band 6600,-76.953125
Band 7070,-70.28125
Band 7580,-68.703125
Band 8120,-71.8515625
Band 8710,-69.7734375
Band 9330,-70.7109375
Band 10000,-66.125
Band 10720,-68.0390625
Band 11490,-75.40625
Band 12310,-78.0703125
Band 13200,-78.1015625
Band 14140,-79.265625
Band 15160,-78.40625
Band 16250,-80.1484375
Band 17410,-82.125
Band 18660,-81.9453125
