Frequency Band,dB Value
20,-90.0
21,-90.0
22,-90.0
24,-90.0
26,-90.0
28,-90.0
30,-90.0
32,-90.0
34,-90.0
36,-90.0
39,-90.0
42,-90.0
45,-90.0
48,-90.0
52,-90.0
55,-90.0
59,-90.0
63,-90.0
68,-90.0
73,-90.0
78,-90.0
84,-90.0
90,-87.1875
96,-80.6953125
103,-71.3046875
110,-62.8046875
118,-57.8828125
127,-55.453125
136,-50.4921875
146,-47.96875
156,-43.65625
167,-44.765625
179,-40.34375
192,-37.6640625
206,-36.4296875
221,-44.765625
237,-50.375
254,-49.65625
272,-45.25
292,-37.8984375
313,-38.4296875
335,-37.609375
359,-36.9609375
385,-36.71875
412,-39.09375
442,-38.578125
474,-44.5859375
508,-47.9140625
544,-48.3671875
583,-42.1796875
625,-50.0625
670,-51.046875
718,-42.8984375
769,-41.71875
825,-55.921875
884,-43.8671875
947,-45.0078125
1020,-51.3359375
1090,-50.1953125
1170,-49.46875
1250,-48.0234375
1340,-43.7578125
1440,-48.6484375
1540,-52.953125
1650,-57.90625
1770,-49.4140625
1890,-45.9375
2030,-47.4453125
2180,-48.4765625
2330,-54.390625
2500,-51.3359375
2680,-51.7421875
2870,-58.2265625
3080,-61.7109375
3300,-57.265625
3540,-58.75
3790,-55.1640625
4060,-51.4609375
4350,-59.8125
4670,-59.0859375
5000,-53.234375
5360,-52.4296875
5740,-55.609375
6160,-56.3984375
6600,-57.6015625
7070,-57.796875
7580,-56.9921875
8120,-56.734375
8710,-57.4140625
9330,-57.1328125
10000,-61.7109375
10720,-65.953125
11490,-65.453125
12310,-73.2265625
13200,-73.5078125
14140,-77.4140625
15160,-77.0703125
16250,-76.3828125
17410,-75.2109375
18660,-75.4296875
20,-90.0
21,-90.0
22,-90.0
24,-90.0
26,-90.0
28,-90.0
30,-90.0
32,-90.0
34,-90.0
36,-90.0
39,-90.0
42,-90.0
45,-90.0
48,-88.9296875
52,-85.4765625
55,-82.59375
59,-81.1171875
63,-76.640625
68,-75.6640625
73,-74.2109375
78,-70.125
84,-67.734375
90,-66.9765625
96,-63.7421875
103,-61.96875
110,-60.9375
118,-62.7109375
127,-63.5703125
136,-56.2578125
146,-55.34375
156,-55.9296875
167,-50.859375
179,-46.5703125
192,-28.5234375
206,-17.9765625
221,-22.5
237,-23.546875
254,-28.421875
272,-38.109375
292,-34.3828125
313,-45.4765625
335,-47.390625
359,-40.203125
385,-29.421875
412,-20.2578125
442,-22.8828125
474,-17.609375
508,-27.0390625
544,-23.6484375
583,-20.6015625
625,-15.6875
670,-19.578125
718,-22.46875
769,-29.5546875
825,-20.875
884,-21.6796875
947,-22.296875
1020,-17.9140625
1090,-21.421875
1170,-20.5
1250,-33.5546875
1340,-22.2421875
1440,-20.21875
1540,-30.125
1650,-30.9296875
1770,-36.375
1890,-36.7109375
2030,-35.140625
2180,-31.109375
2330,-31.5
2500,-35.1171875
2680,-30.953125
2870,-33.96875
3080,-33.640625
3300,-36.3125
3540,-35.5703125
3790,-35.0078125
4060,-40.3671875
4350,-36.171875
4670,-26.875
5000,-27.484375
5360,-31.890625
5740,-32.4140625
6160,-32.8203125
6600,-38.28125
7070,-40.8203125
7580,-43.71875
8120,-39.6953125
8710,-36.1171875
9330,-38.4609375
10000,-40.5078125
10720,-45.84375
11490,-48.9296875
12310,-52.6640625
13200,-56.5859375
14140,-62.671875
15160,-65.578125
16250,-69.921875
17410,-71.3671875
18660,-69.109375
20,-90.0
21,-90.0
22,-90.0
24,-90.0
26,-90.0
28,-90.0
30,-90.0
32,-90.0
34,-90.0
36,-90.0
39,-90.0
42,-90.0
45,-86.9140625
48,-85.265625
52,-83.09375
55,-80.0625
59,-80.6640625
63,-76.0078125
68,-69.1953125
73,-72.2109375
78,-65.3046875
84,-66.359375
90,-59.7265625
96,-62.9453125
103,-59.015625
110,-55.3671875
118,-53.046875
127,-50.640625
136,-46.8359375
146,-41.796875
156,-35.8671875
167,-31.4609375
179,-29.25
192,-27.90625
206,-25.4609375
221,-34.640625
237,-42.34375
254,-47.21875
272,-43.328125
292,-33.1328125
313,-23.5859375
335,-18.1015625
359,-15.4609375
385,-13.5
412,-19.8984375
442,-31.6328125
474,-36.3984375
508,-25.546875
544,-20.5234375
583,-17.1875
625,-26.96875
670,-16.6953125
718,-14.5
769,-20.3203125
825,-22.3125
884,-15.984375
947,-19.8515625
1020,-16.5078125
1090,-19.78125
1170,-14.609375
1250,-16.4296875
1340,-26.4453125
1440,-29.8359375
1540,-31.2265625
1650,-30.7265625
1770,-31.34375
1890,-37.0
2030,-39.84375
2180,-35.15625
2330,-32.2890625
2500,-26.1796875
2680,-34.78125
2870,-38.9296875
3080,-37.7421875
3300,-33.421875
3540,-29.2109375
3790,-30.5
4060,-26.40625
4350,-24.8828125
4670,-28.3671875
5000,-26.2578125
5360,-26.140625
5740,-25.9140625
6160,-25.921875
6600,-25.21875
7070,-23.8828125
7580,-20.5859375
8120,-24.796875
8710,-25.5703125
9330,-25.109375
10000,-29.2109375
10720,-32.015625
11490,-40.8125
12310,-42.28125
13200,-47.765625
14140,-51.640625
15160,-49.765625
16250,-60.2578125
17410,-66.015625
18660,-67.5234375
20,-90.0
21,-90.0
22,-90.0
24,-90.0
26,-90.0
28,-90.0
30,-90.0
32,-90.0
34,-89.46875
36,-88.3125
39,-87.2265625
42,-86.0390625
45,-84.5234375
48,-82.609375
52,-81.484375
55,-80.40625
59,-78.6640625
63,-77.546875
68,-72.8671875
73,-69.9375
78,-66.203125
84,-63.0625
90,-60.40625
96,-58.984375
103,-58.65625
110,-60.5
118,-55.75
127,-49.7578125
136,-44.2265625
146,-39.625
156,-35.203125
167,-28.7578125
179,-21.46875
192,-18.453125
206,-15.5546875
221,-21.140625
237,-33.34375
254,-44.09375
272,-44.046875
292,-39.296875
313,-37.1875
335,-28.8828125
359,-20.6015625
385,-13.2578125
412,-12.7890625
442,-22.859375
474,-33.0390625
508,-19.5234375
544,-14.765625
583,-18.1640625
625,-24.3046875
670,-21.2734375
718,-22.078125
769,-34.6328125
825,-25.5234375
884,-28.953125
947,-34.1484375
1020,-35.5390625
1090,-36.140625
1170,-33.625
1250,-35.4609375
1340,-37.9140625
1440,-34.6328125
1540,-35.4609375
1650,-30.2265625
1770,-24.9765625
1890,-21.2578125
2030,-16.078125
2180,-15.8984375
2330,-19.1640625
2500,-24.359375
2680,-28.859375
2870,-31.484375
3080,-31.984375
3300,-31.015625
3540,-36.7734375
3790,-36.8984375
4060,-42.2890625
4350,-35.8203125
4670,-28.703125
5000,-23.078125
5360,-23.09375
5740,-32.1171875
6160,-32.1171875
6600,-30.7578125
7070,-29.640625
7580,-27.2265625
8120,-30.2421875
8710,-28.5859375
9330,-40.2578125
10000,-36.875
10720,-40.15625
11490,-42.359375
12310,-50.7265625
13200,-53.3828125
14140,-58.3203125
15160,-66.7265625
16250,-70.6015625
17410,-71.4609375
18660,-74.921875
20,-90.0
21,-90.0
22,-90.0
24,-90.0
26,-90.0
28,-90.0
30,-90.0
32,-90.0
34,-90.0
36,-90.0
39,-87.953125
42,-86.890625
45,-86.0625
48,-83.2734375
52,-81.8046875
55,-78.90625
59,-74.03125
63,-70.8046875
68,-68.6640625
73,-63.9140625
78,-65.9921875
84,-64.4296875
90,-64.0859375
96,-62.171875
103,-54.953125
110,-48.6015625
118,-46.5078125
127,-41.078125
136,-38.0390625
146,-32.546875
156,-28.0625
167,-25.421875
179,-20.96875
192,-18.9609375
206,-17.8359375
221,-24.7734375
237,-32.234375
254,-32.0703125
272,-31.765625
292,-26.7578125
313,-20.6796875
335,-17.796875
359,-16.828125
385,-17.6484375
412,-20.9921875
442,-24.09375
474,-22.84375
508,-35.8046875
544,-33.5546875
583,-34.3203125
625,-22.6328125
670,-26.7734375
718,-33.1640625
769,-31.40625
825,-31.859375
884,-30.8046875
947,-37.3125
1020,-42.6015625
1090,-40.3515625
1170,-42.4609375
1250,-37.8203125
1340,-39.7265625
1440,-32.5078125
1540,-29.6484375
1650,-32.359375
1770,-27.375
1890,-26.375
2030,-19.8046875
2180,-20.1953125
2330,-24.640625
2500,-25.3359375
2680,-26.234375
2870,-21.953125
3080,-27.0625
3300,-29.734375
3540,-27.578125
3790,-24.9921875
4060,-23.375
4350,-24.3046875
4670,-24.953125
5000,-23.1953125
5360,-23.8203125
5740,-27.4921875
6160,-28.6171875
6600,-27.875
7070,-25.203125
7580,-28.25
8120,-26.8984375
8710,-28.4765625
9330,-30.3984375
10000,-27.0
10720,-31.75
11490,-39.9375
12310,-49.15625
13200,-51.90625
14140,-57.3671875
15160,-64.671875
16250,-69.765625
17410,-70.4921875
18660,-69.0078125
20,-90.0
21,-90.0
22,-90.0
24,-90.0
26,-90.0
28,-90.0
30,-90.0
32,-90.0
34,-90.0
36,-90.0
39,-88.3515625
42,-86.21875
45,-85.0703125
48,-83.15625
52,-83.125
55,-78.7890625
59,-77.4921875
63,-76.828125
68,-75.109375
73,-71.109375
78,-75.5625
84,-74.8671875
90,-69.3671875
96,-69.3984375
103,-56.109375
110,-50.734375
118,-44.953125
127,-40.6875
136,-34.4765625
146,-28.0390625
156,-24.453125
167,-24.75
179,-22.7734375
192,-21.1875
206,-23.953125
221,-28.9765625
237,-41.5859375
254,-42.2734375
272,-31.828125
292,-26.578125
313,-22.8828125
335,-24.25
359,-23.0703125
385,-14.5703125
412,-18.953125
442,-18.3828125
474,-20.859375
508,-26.765625
544,-23.3671875
583,-13.5
625,-6.703125
670,-6.6953125
718,-7.2578125
769,-7.3828125
825,-11.640625
884,-12.828125
947,-18.9296875
1020,-17.3046875
1090,-14.828125
1170,-16.640625
1250,-16.0234375
1340,-8.34375
1440,-10.4609375
1540,-16.9375
1650,-23.40625
1770,-26.7734375
1890,-25.8359375
2030,-26.953125
2180,-24.921875
2330,-19.3515625
2500,-20.796875
2680,-30.828125
2870,-34.5703125
3080,-33.6875
3300,-30.84375
3540,-27.6484375
3790,-21.8515625
4060,-21.4375
4350,-13.546875
4670,-12.1171875
5000,-17.7265625
5360,-18.484375
5740,-18.3515625
6160,-13.3671875
6600,-15.1171875
7070,-19.1484375
7580,-15.375
8120,-19.453125
8710,-17.71875
9330,-15.359375
10000,-14.6015625
10720,-16.1796875
11490,-27.40625
12310,-29.109375
13200,-30.53125
14140,-38.796875
15160,-44.421875
16250,-59.4140625
17410,-65.6953125
18660,-65.0
20,-90.0
21,-90.0
22,-90.0
24,-90.0
26,-90.0
28,-90.0
30,-90.0
32,-90.0
34,-89.71875
36,-88.59375
39,-87.34375
42,-85.8125
45,-84.0703125
48,-82.6015625
52,-81.546875
55,-80.0859375
59,-77.9609375
63,-76.4375
68,-75.2109375
73,-72.7578125
78,-89.4453125
84,-80.03125
90,-74.09375
96,-75.1953125
103,-71.4453125
110,-60.4296875
118,-55.515625
127,-55.125
136,-45.6015625
146,-30.671875
156,-32.3515625
167,-32.765625
179,-34.9296875
192,-31.3984375
206,-33.7890625
221,-44.0859375
237,-55.03125
254,-55.359375
272,-42.1953125
292,-24.09375
313,-20.1484375
335,-33.109375
359,-27.6953125
385,-25.1953125
412,-21.7734375
442,-16.9453125
474,-18.703125
508,-36.4453125
544,-36.5078125
583,-32.453125
625,-25.65625
670,-25.6484375
718,-26.2109375
769,-26.3359375
825,-30.6015625
884,-26.7265625
947,-26.4921875
1020,-33.8125
1090,-33.78125
1170,-29.921875
1250,-31.0546875
1340,-27.3046875
1440,-29.4140625
1540,-35.890625
1650,-37.796875
1770,-39.5859375
1890,-36.03125
2030,-36.40625
2180,-36.8671875
2330,-35.3671875
2500,-38.7265625
2680,-44.71875
2870,-45.296875
3080,-34.7109375
3300,-30.453125
3540,-37.8671875
3790,-35.8046875
4060,-39.953125
4350,-32.5
4670,-31.0703125
5000,-31.0546875
5360,-35.4453125
5740,-37.390625
6160,-32.40625
6600,-34.15625
7070,-38.1875
7580,-34.4140625
8120,-36.546875
8710,-36.765625
9330,-32.6953125
10000,-32.4921875
10720,-34.4609375
11490,-42.7734375
12310,-44.21875
13200,-47.2109375
14140,-54.5859375
15160,-59.1484375
16250,-70.96875
17410,-71.6015625
18660,-70.53125
20,-90.0
21,-90.0
22,-90.0
24,-90.0
26,-90.0
28,-90.0
30,-90.0
32,-90.0
34,-89.15625
36,-88.0625
39,-86.359375
42,-85.3828125
45,-83.1875
48,-82.3125
52,-79.4375
55,-76.28125
59,-75.828125
63,-73.3203125
68,-71.578125
73,-67.0546875
78,-72.5078125
84,-74.0859375
90,-68.453125
96,-68.65625
103,-61.625
110,-60.3125
118,-57.953125
127,-47.921875
136,-37.3828125
146,-30.625
156,-30.3984375
167,-22.703125
179,-23.828125
192,-37.234375
206,-45.8671875
221,-45.2890625
237,-50.734375
254,-45.3828125
272,-33.171875
292,-23.78125
313,-18.4140625
335,-11.7890625
359,-12.5078125
385,-35.6875
412,-40.15625
442,-31.6640625
474,-29.8125
508,-21.78125
544,-24.0859375
583,-32.4296875
625,-33.078125
670,-21.4140625
718,-25.109375
769,-35.5859375
825,-35.609375
884,-29.5
947,-29.9375
1020,-30.0625
1090,-28.1640625
1170,-26.28125
1250,-33.3828125
1340,-28.8984375
1440,-30.6953125
1540,-38.1171875
1650,-34.6796875
1770,-25.515625
1890,-17.140625
2030,-19.4765625
2180,-25.7265625
2330,-28.1328125
2500,-23.90625
2680,-18.828125
2870,-23.7421875
3080,-20.3125
3300,-22.1640625
3540,-21.53125
3790,-25.21875
4060,-25.6875
4350,-24.9140625
4670,-23.6640625
5000,-22.5546875
5360,-25.1015625
5740,-26.1640625
6160,-25.6015625
6600,-24.40625
7070,-24.703125
7580,-24.7890625
8120,-29.0
8710,-30.921875
9330,-30.1015625
10000,-33.28125
10720,-35.0625
11490,-43.53125
12310,-41.8359375
13200,-48.1328125
14140,-56.9375
15160,-56.4765625
16250,-63.4375
17410,-69.625
18660,-67.90625
20,-90.0
21,-90.0
22,-90.0
24,-90.0
26,-90.0
28,-90.0
30,-90.0
32,-90.0
34,-90.0
36,-90.0
39,-90.0
42,-90.0
45,-90.0
48,-88.765625
52,-86.7578125
55,-85.6796875
59,-80.0078125
63,-81.0859375
68,-78.6875
73,-74.6015625
78,-72.5
84,-72.2109375
90,-68.1640625
96,-64.34375
103,-57.46875
110,-47.3984375
118,-39.78125
127,-34.546875
136,-31.8203125
146,-32.71875
156,-39.6328125
167,-39.84375
179,-37.1640625
192,-38.65625
206,-33.015625
221,-26.9765625
237,-27.6875
254,-28.6640625
272,-26.265625
292,-28.75
313,-35.1171875
335,-31.0625
359,-30.7578125
385,-32.78125
412,-28.59375
442,-35.921875
474,-35.3515625
508,-36.0
544,-36.8125
583,-36.90625
625,-39.84375
670,-30.078125
718,-30.15625
769,-36.0703125
825,-37.1484375
884,-38.9609375
947,-40.1015625
1020,-41.7109375
1090,-43.703125
1170,-32.7265625
1250,-39.5703125
1340,-41.21875
1440,-47.359375
1540,-44.8203125
1650,-40.9609375
1770,-37.53125
1890,-36.4140625
2030,-38.4609375
2180,-40.8359375
2330,-39.0390625
2500,-29.8671875
2680,-36.15625
2870,-36.3828125
3080,-31.5546875
3300,-27.859375
3540,-35.6015625
3790,-32.2578125
4060,-36.34375
4350,-35.125
4670,-31.5625
5000,-28.53125
5360,-27.8203125
5740,-26.296875
6160,-29.5703125
6600,-22.3125
7070,-23.53125
7580,-26.8828125
8120,-25.890625
8710,-23.859375
9330,-22.9453125
10000,-26.8828125
10720,-28.5703125
11490,-30.984375
12310,-32.484375
13200,-40.6875
14140,-46.0625
15160,-51.3984375
16250,-62.8984375
17410,-72.0234375
18660,-68.46875
20,-90.0
21,-90.0
22,-90.0
24,-90.0
26,-90.0
28,-90.0
30,-90.0
32,-90.0
34,-90.0
36,-90.0
39,-90.0
42,-90.0
45,-90.0
48,-90.0
52,-90.0
55,-90.0
59,-90.0
63,-90.0
68,-90.0
73,-88.03125
78,-90.0
84,-88.2109375
90,-81.28125
96,-68.1640625
103,-56.296875
110,-49.8515625
118,-45.6640625
127,-48.828125
136,-51.4921875
146,-52.3828125
156,-59.3046875
167,-59.515625
179,-56.8359375
192,-49.5546875
206,-42.2421875
221,-38.9296875
237,-39.953125
254,-48.3359375
272,-45.9375
292,-48.421875
313,-49.34375
335,-48.1015625
359,-34.7421875
385,-43.953125
412,-45.484375
442,-42.6953125
474,-45.8203125
508,-55.0625
544,-55.171875
583,-51.4609375
625,-55.4921875
670,-49.75
718,-49.8203125
769,-55.59375
825,-53.5703125
884,-55.421875
947,-55.7578125
1020,-58.234375
1090,-52.140625
1170,-52.3984375
1250,-53.6015625
1340,-58.015625
1440,-62.3515625
1540,-59.5
1650,-57.53125
1770,-57.203125
1890,-56.078125
2030,-55.8984375
2180,-54.203125
2330,-51.453125
2500,-49.5390625
2680,-55.828125
2870,-56.0546875
3080,-51.2265625
3300,-47.53125
3540,-55.2734375
3790,-51.859375
4060,-55.9296875
4350,-54.71875
4670,-51.1640625
5000,-48.1328125
5360,-47.421875
5740,-45.890625
6160,-49.1640625
6600,-41.9921875
7070,-43.203125
7580,-46.5625
8120,-45.5625
8710,-43.5390625
9330,-42.625
10000,-46.5703125
10720,-48.2578125
11490,-50.671875
12310,-52.171875
13200,-60.375
14140,-65.75
15160,-71.078125
16250,-78.078125
17410,-75.1953125
18660,-76.7421875
20,-90.0
21,-89.78125
22,-88.53125
24,-87.2421875
26,-85.9609375
28,-84.75
30,-83.4140625
32,-82.078125
34,-80.890625
36,-79.5078125
39,-78.5546875
42,-77.1875
45,-75.9765625
48,-74.0234375
52,-72.0390625
55,-69.53125
59,-66.5
63,-63.7578125
68,-62.328125
73,-55.640625
78,-52.96875
84,-55.796875
90,-46.859375
96,-42.25
103,-42.5078125
110,-39.8515625
118,-37.390625
127,-35.375
136,-22.4765625
146,-17.9296875
156,-20.0234375
167,-23.8515625
179,-15.3671875
192,-18.46875
206,-15.0703125
221,-16.359375
237,-23.6328125
254,-37.5078125
272,-31.546875
292,-23.296875
313,-27.3046875
335,-28.515625
359,-17.6171875
385,-10.203125
412,-4.7890625
442,-1.3046875
474,-3.0625
508,-19.671875
544,-32.6328125
583,-31.484375
625,-29.09375
670,-18.515625
718,-12.171875
769,-35.28125
825,-29.015625
884,-22.296875
947,-19.1640625
1020,-33.7421875
1090,-29.4765625
1170,-27.2734375
1250,-33.96875
1340,-27.6640625
1440,-22.53125
1540,-27.890625
1650,-10.6875
1770,-21.140625
1890,-12.0
2030,-8.4765625
2180,-13.984375
2330,-15.546875
2500,-15.6875
2680,-13.3515625
2870,-17.6171875
3080,-26.6484375
3300,-19.234375
3540,-21.1328125
3790,-22.0625
4060,-18.6171875
4350,-23.578125
4670,-21.5546875
5000,-19.5
5360,-17.765625
5740,-20.734375
6160,-24.2734375
6600,-24.578125
7070,-26.8359375
7580,-25.8046875
8120,-27.1171875
8710,-27.6796875
9330,-25.8984375
10000,-32.8125
10720,-32.4375
11490,-38.3515625
12310,-36.875
13200,-46.0
14140,-46.7578125
15160,-55.296875
16250,-69.453125
17410,-68.15625
18660,-69.1875
20,-90.0
21,-90.0
22,-90.0
24,-90.0
26,-90.0
28,-90.0
30,-90.0
32,-90.0
34,-90.0
36,-90.0
39,-89.7265625
42,-86.5859375
45,-83.7734375
48,-84.15625
52,-77.546875
55,-78.71875
59,-71.453125
63,-70.8828125
68,-67.6875
73,-64.671875
78,-60.796875
84,-59.1640625
90,-57.3515625
96,-53.5234375
103,-50.140625
110,-51.3984375
118,-47.7265625
127,-48.5234375
136,-41.671875
146,-37.125
156,-39.21875
167,-42.1484375
179,-29.5703125
192,-31.2109375
206,-27.5
221,-28.1171875
237,-35.2265625
254,-39.8828125
272,-43.234375
292,-41.828125
313,-41.8671875
335,-41.6484375
359,-32.046875
385,-25.421875
412,-16.4140625
442,-18.1328125
474,-22.328125
508,-31.4765625
544,-38.28125
583,-24.2109375
625,-15.9140625
670,-14.71875
718,-18.1796875
769,-16.5546875
825,-11.625
884,-23.25
947,-23.2421875
1020,-14.4375
1090,-16.015625
1170,-14.46875
1250,-18.2421875
1340,-25.703125
1440,-19.453125
1540,-30.140625
1650,-23.53125
1770,-29.4375
1890,-27.171875
2030,-23.3984375
2180,-20.34375
2330,-25.3125
2500,-20.9296875
2680,-28.40625
2870,-28.09375
3080,-31.15625
3300,-29.15625
3540,-33.046875
3790,-27.625
4060,-30.375
4350,-16.2421875
4670,-18.796875
5000,-17.2109375
5360,-18.8203125
5740,-17.171875
6160,-13.7265625
6600,-12.4453125
7070,-14.9609375
7580,-13.9921875
8120,-11.796875
8710,-12.9921875
9330,-13.875
10000,-17.1796875
10720,-20.0234375
11490,-24.3828125
12310,-29.5
13200,-36.3203125
14140,-42.5625
15160,-47.3359375
16250,-58.328125
17410,-63.75
18660,-65.6640625
20,-90.0
21,-90.0
22,-90.0
24,-90.0
26,-90.0
28,-90.0
30,-90.0
32,-90.0
34,-90.0
36,-90.0
39,-88.78125
42,-87.390625
45,-85.9609375
48,-83.8984375
52,-83.265625
55,-81.4296875
59,-77.890625
63,-73.0390625
68,-67.1875
73,-61.9765625
78,-58.0
84,-54.796875
90,-51.4453125
96,-48.6875
103,-46.34375
110,-44.328125
118,-44.203125
127,-45.078125
136,-45.3046875
146,-44.8515625
156,-42.265625
167,-40.8984375
179,-21.765625
192,-22.734375
206,-24.890625
221,-24.2734375
237,-22.2265625
254,-27.03125
272,-41.9296875
292,-38.6015625
313,-35.2890625
335,-34.2109375
359,-20.5390625
385,-16.6328125
412,-18.8046875
442,-16.0078125
474,-9.625
508,-15.7890625
544,-30.1953125
583,-19.8515625
625,-14.46875
670,-10.25
718,-13.515625
769,-23.0
825,-17.71875
884,-10.6640625
947,-21.2734375
1020,-17.75
1090,-23.25
1170,-18.65625
1250,-21.578125
1340,-26.5859375
1440,-15.265625
1540,-30.34375
1650,-14.9765625
1770,-21.96875
1890,-18.046875
2030,-18.9296875
2180,-15.140625
2330,-18.2109375
2500,-20.2109375
2680,-20.4296875
2870,-28.1953125
3080,-29.125
3300,-30.3828125
3540,-29.2265625
3790,-30.609375
4060,-37.140625
4350,-29.0859375
4670,-20.6953125
5000,-21.484375
5360,-22.046875
5740,-28.828125
6160,-26.3203125
6600,-25.546875
7070,-34.0
7580,-32.7421875
8120,-30.8359375
8710,-32.03125
9330,-32.9140625
10000,-36.2265625
10720,-37.3671875
11490,-43.1953125
12310,-48.546875
13200,-49.9140625
14140,-61.125
15160,-66.3828125
16250,-70.8671875
17410,-72.53125
18660,-74.59375
20,-90.0
21,-90.0
22,-90.0
24,-90.0
26,-90.0
28,-90.0
30,-90.0
32,-90.0
34,-90.0
36,-90.0
39,-90.0
42,-90.0
45,-90.0
48,-90.0
52,-88.5234375
55,-85.71875
59,-83.1171875
63,-80.234375
68,-77.25
73,-71.3984375
78,-67.6953125
84,-65.6953125
90,-61.3984375
96,-62.2421875
103,-61.1875
110,-61.9609375
118,-53.984375
127,-48.546875
136,-44.8828125
146,-40.390625
156,-35.765625
167,-31.265625
179,-33.0703125
192,-37.625
206,-39.1640625
221,-37.171875
237,-35.8125
254,-40.734375
272,-34.828125
292,-29.1640625
313,-24.921875
335,-21.8671875
359,-25.484375
385,-34.40625
412,-35.8671875
442,-33.5078125
474,-28.421875
508,-34.5859375
544,-35.6484375
583,-38.6484375
625,-33.265625
670,-29.046875
718,-32.3125
769,-41.796875
825,-36.5078125
884,-29.4609375
947,-40.0625
1020,-36.5390625
1090,-42.046875
1170,-37.4453125
1250,-40.375
1340,-45.3828125
1440,-34.0625
1540,-42.9296875
1650,-33.765625
1770,-32.0078125
1890,-27.984375
2030,-29.5859375
2180,-29.0
2330,-30.765625
2500,-35.5
2680,-32.390625
2870,-34.5078125
3080,-37.6015625
3300,-43.4765625
3540,-37.3203125
3790,-36.1953125
4060,-34.75
4350,-31.4375
4670,-27.203125
5000,-23.3203125
5360,-23.6484375
5740,-24.078125
6160,-22.9375
6600,-22.8515625
7070,-25.1796875
7580,-28.640625
8120,-27.40625
8710,-32.3671875
9330,-30.7578125
10000,-34.328125
10720,-37.4921875
11490,-42.875
12310,-42.921875
13200,-48.8984375
14140,-56.015625
15160,-60.1953125
16250,-71.03125
17410,-70.9765625
18660,-70.21875
20,-90.0
21,-90.0
22,-90.0
24,-90.0
26,-90.0
28,-90.0
30,-90.0
32,-90.0
34,-90.0
36,-90.0
39,-90.0
42,-90.0
45,-90.0
48,-88.3359375
52,-87.875
55,-84.6875
59,-82.109375
63,-79.2734375
68,-77.375
73,-74.09375
78,-74.9453125
84,-76.78125
90,-69.859375
96,-66.0234375
103,-64.5078125
110,-64.8203125
118,-67.6796875
127,-65.71875
136,-50.484375
146,-44.0859375
156,-38.8984375
167,-30.921875
179,-25.109375
192,-27.796875
206,-27.25
221,-37.1015625
237,-39.609375
254,-36.1953125
272,-46.8203125
292,-47.953125
313,-39.75
335,-26.0703125
359,-17.3984375
385,-21.2734375
412,-24.0703125
442,-30.8515625
474,-36.0859375
508,-26.234375
544,-24.7734375
583,-19.21875
625,-18.4765625
670,-29.3984375
718,-31.0078125
769,-24.65625
825,-26.4765625
884,-22.4375
947,-27.1875
1020,-27.8828125
1090,-29.0078125
1170,-32.234375
1250,-31.7109375
1340,-31.0234375
1440,-25.5703125
1540,-24.015625
1650,-18.7578125
1770,-25.125
1890,-27.546875
2030,-28.578125
2180,-27.8046875
2330,-23.6796875
2500,-25.1640625
2680,-22.859375
2870,-25.0859375
3080,-31.53125
3300,-22.0546875
3540,-22.7734375
3790,-25.96875
4060,-25.9296875
4350,-25.609375
4670,-24.1015625
5000,-23.71875
5360,-24.75
5740,-24.6640625
6160,-25.9765625
6600,-23.484375
7070,-27.3828125
7580,-22.03125
8120,-24.3984375
8710,-22.234375
9330,-24.234375
10000,-24.2578125
10720,-24.8984375
11490,-30.546875
12310,-32.7890625
13200,-36.609375
14140,-42.703125
15160,-44.9609375
16250,-58.9453125
17410,-62.9140625
18660,-62.2421875
20,-90.0
21,-90.0
22,-90.0
24,-90.0
26,-90.0
28,-90.0
30,-90.0
32,-90.0
34,-90.0
36,-89.0
39,-87.578125
42,-86.0546875
45,-84.59375
48,-83.03125
52,-81.078125
55,-79.3671875
59,-76.4375
63,-73.5
68,-69.8828125
73,-66.2890625
78,-63.5390625
84,-59.75
90,-56.4296875
96,-53.234375
103,-50.3046875
110,-47.828125
118,-45.6953125
127,-44.7421875
136,-44.71875
146,-37.9921875
156,-32.984375
167,-27.8359375
179,-23.4140625
192,-23.015625
206,-22.8984375
221,-35.4453125
237,-44.5078125
254,-49.7734375
272,-45.375
292,-34.484375
313,-27.71875
335,-17.484375
359,-9.15625
385,-6.125
412,-9.5703125
442,-27.0625
474,-42.9921875
508,-36.421875
544,-32.640625
583,-27.8515625
625,-29.6796875
670,-34.890625
718,-31.171875
769,-29.7890625
825,-30.46875
884,-26.75
947,-32.4375
1020,-30.3671875
1090,-36.796875
1170,-28.8828125
1250,-23.34375
1340,-22.5625
1440,-30.3125
1540,-29.9609375
1650,-27.640625
1770,-30.4140625
1890,-21.9140625
2030,-28.4453125
2180,-29.4296875
2330,-27.484375
2500,-30.0234375
2680,-30.203125
2870,-32.109375
3080,-34.5859375
3300,-37.2734375
3540,-33.703125
3790,-33.9140625
4060,-25.40625
4350,-25.6484375
4670,-18.5859375
5000,-16.5625
5360,-15.4765625
5740,-22.3671875
6160,-13.8125
6600,-10.3125
7070,-8.28125
7580,-18.6875
8120,-20.1171875
8710,-20.5625
9330,-18.671875
10000,-22.203125
10720,-26.1328125
11490,-35.59375
12310,-35.5078125
13200,-40.3125
14140,-46.046875
15160,-50.2265625
16250,-57.8203125
17410,-65.609375
18660,-67.7578125
20,-90.0
21,-90.0
22,-90.0
24,-90.0
26,-90.0
28,-90.0
30,-90.0
32,-90.0
34,-90.0
