Frequency Band,dB Value
Band 86,-83.421875
Band 87,-86.03125
Band 88,-80.4453125
Band 89,-81.6484375
Band 90,-83.5390625
Band 91,-85.3671875
Band 92,-90.28125
Band 93,-95.453125
Band 94,-99.015625
Band 95,-105.09375
Band 96,-109.8828125
Band 97,-114.0546875
Band 98,-112.0390625
Band 99,-111.8203125
Band 100,-111.75
Band 101,-112.0234375
Band 102,-113.25
/meters,b'2\x00\x00\x00\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x12\x8aV\x93\xe8\x85\xda\x8e:\x99\x18\xa4\x92\xa3\xea\xa8$\xaa\xb8\xac\xf4\xab\x9a\xabR\xa9(\xac(\xadl\x9f\xe2\xa3&\xb3\xda\xb3\xc4\xaf\x1a\xa7\xd2\xae\xa4\xacT\xb2\xee\xadn\xa4\xd6\xae\xf6\xaa\x80\xb6\x82\xbc\x06\xb7v\xae\xe8\xabB\xb2\xa4\xaev\xa9\x86\xac\x1a\xad:\xa7\xd2\xacD\xa3\xee\xa1\x14\xa0\xde\x99\x90\x9e\xec\x99\xaa\x9b|\x9e\xb2\xa6\x1e\xa7\xce\xa9\xda\xa9\x0e\xa84\xa7\xce\xaa\xa4\xb0h\xadp\xb42\xb0\x14\xb0\x94\xac\xf8\xa9\x8e\xafZ\xaev\xac\xa2\xaa\xb8\xa5\x8c\xa0\xfc\x9c\xe8\x96\x1e\x92\xf2\x8d\xf6\x8f.\x90@\x90\xfa\x8f\xc0\x8e'
Band 1,0.1953125
Band 2,0.0
Band 3,-128.0
Band 4,-128.0
Band 5,-128.0
Band 6,-128.0
Band 7,-128.0
Band 8,-128.0
Band 9,-128.0
Band 10,-128.0
Band 11,-128.0
Band 12,-128.0
Band 13,-128.0
Band 14,-128.0
Band 15,-128.0
Band 16,-128.0
Band 17,-128.0
Band 18,-128.0
Band 19,-128.0
Band 20,-128.0
Band 21,-128.0
Band 22,-128.0
Band 23,-128.0
Band 24,-128.0
Band 25,-128.0
Band 26,-118.4921875
Band 27,-107.90625
Band 28,-122.8046875
Band 29,-113.8671875
Band 30,-103.4921875
Band 31,-92.625
Band 32,-93.1484375
Band 33,-87.8046875
Band 34,-86.5703125
Band 35,-84.0
Band 36,-84.7578125
Band 37,-85.1171875
Band 38,-87.390625
Band 39,-84.5625
Band 40,-83.5546875
Band 41,-97.296875
Band 42,-92.828125
Band 43,-77.5703125
Band 44,-76.8671875
Band 45,-80.953125
Band 46,-89.6171875
Band 47,-81.8984375
Band 48,-84.078125
Band 49,-78.390625
Band 50,-82.7890625
Band 51,-92.2890625
Band 52,-81.875
Band 53,-85.75
Band 54,-74.21875
Band 55,-68.2109375
Band 56,-73.6953125
Band 57,-82.25
Band 58,-84.8125
Band 59,-78.453125
Band 60,-82.078125
Band 61,-87.2578125
Band 62,-84.1875
Band 63,-83.6171875
Band 64,-89.4921875
Band 65,-83.8984375
Band 66,-93.4453125
Band 67,-94.703125
Band 68,-93.265625
Band 69,-94.6640625
Band 70,-98.0703125
Band 71,-89.015625
Band 72,-93.6796875
Band 73,-98.15625
Band 74,-89.9453125
Band 75,-89.515625
Band 76,-86.828125
Band 77,-86.78125
Band 78,-88.578125
Band 79,-89.4375
Band 80,-85.828125
Band 81,-79.9921875
Band 82,-83.234375
Band 83,-76.1953125
Band 84,-80.4375
Band 85,-80.5625
Band 86,-84.0625
Band 87,-86.671875
Band 88,-81.0859375
Band 89,-82.2890625
Band 90,-84.1796875
Band 91,-86.0078125
Band 92,-90.9140625
Band 93,-96.0859375
Band 94,-99.65625
Band 95,-105.734375
Band 96,-110.515625
Band 97,-114.6875
Band 98,-112.671875
Band 99,-109.421875
Band 100,-112.390625
Band 101,-112.65625
Band 102,-113.890625
/meters,"b'2\x00\x00\x00\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x82\x89\x18\x942\x85""\x8e\x82\x98`\xa3\xda\xa22\xa8n\xa9\x00\xac>\xab\xe2\xaa\x9c\xa8p\xabr\xac\xb4\x9e,\xa3n\xb2""\xb3\x0c\xafb\xa6\x1a\xae\xec\xab\x9c\xb16\xad\xb6\xa3 \xae@\xaa\xc8\xb5\xca\xbbN\xb6\xc0\xad0\xab\x8c\xb1\xec\xad\xbe\xa8\xd0\xabb\xac\x82\xa6\x1a\xac\x8e\xa2L\xa1\xbc\xa2V\xa1\xee\x9d\xfc\xa6R\xa2\xd8\x9d\x0e\xa6|\xa6,\xa98\xa9l\xa7\x90\xa6,\xaa\x02\xb0\xc4\xac\xce\xb3\x90\xafp\xaf\xf0\xabT\xa9\xea\xae\xb6\xad\xd2\xab\xfe\xa9\x16\xa5\xea\x9fX\x9cD\x96|\x91P\x8dT\x8f\x94\x92\x9c\x8fX\x8f\x1c\x8e'"
Band 1,0.1953125
Band 2,0.0
Band 3,-128.0
Band 4,-128.0
Band 5,-128.0
Band 6,-128.0
Band 7,-128.0
Band 8,-128.0
Band 9,-128.0
Band 10,-128.0
Band 11,-128.0
Band 12,-128.0
Band 13,-128.0
Band 14,-128.0
Band 15,-128.0
Band 16,-128.0
Band 17,-128.0
Band 18,-128.0
Band 19,-128.0
Band 20,-128.0
Band 21,-128.0
Band 22,-128.0
Band 23,-128.0
Band 24,-128.0
Band 25,-128.0
Band 26,-118.4296875
Band 27,-108.609375
Band 28,-124.1640625
Band 29,-115.21875
Band 30,-104.84375
Band 31,-93.9765625
Band 32,-94.5
Band 33,-89.15625
Band 34,-87.9296875
Band 35,-85.3515625
Band 36,-86.1171875
Band 37,-86.46875
Band 38,-88.75
Band 39,-85.9140625
Band 40,-84.90625
Band 41,-98.6484375
Band 42,-94.1875
Band 43,-78.921875
Band 44,-78.21875
Band 45,-82.3046875
Band 46,-90.96875
Band 47,-83.25
Band 48,-82.90625
Band 49,-79.7421875
Band 50,-84.140625
Band 51,-93.5625
Band 52,-83.15625
Band 53,-87.0234375
Band 54,-75.4921875
Band 55,-69.484375
Band 56,-74.96875
Band 57,-83.53125
Band 58,-86.0859375
Band 59,-79.734375
Band 60,-83.3515625
Band 61,-88.53125
Band 62,-85.46875
Band 63,-84.890625
Band 64,-90.765625
Band 65,-85.171875
Band 66,-87.234375
Band 67,-88.65625
Band 68,-90.4921875
Band 69,-90.7734375
Band 70,-85.21875
Band 71,-90.3671875
Band 72,-85.703125
Band 73,-92.5625
Band 74,-89.78125
Band 75,-90.875
Band 76,-88.1875
Band 77,-88.140625
Band 78,-89.9296875
Band 79,-90.7890625
Band 80,-87.1875
Band 81,-81.34375
Band 82,-84.5859375
Band 83,-77.5546875
Band 84,-81.796875
Band 85,-81.9140625
Band 86,-85.4140625
Band 87,-88.0234375
Band 88,-82.4375
Band 89,-83.640625
Band 90,-85.53125
Band 91,-87.359375
Band 92,-92.2734375
Band 93,-97.4453125
Band 94,-101.0078125
Band 95,-107.09375
Band 96,-111.875
Band 97,-114.859375
Band 98,-114.03125
Band 99,-110.78125
Band 100,-112.7890625
Band 101,-114.015625
Band 102,-114.203125
/meters,b'2\x00\x00\x00\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x92\x89d\x93\xd6\x83\xc8\x8c(\x97\x06\xa2\x80\xa1\xd8\xa6\x12\xa8\xa6\xaa\xe2\xa9\x88\xa9@\xa7\x16\xaa\x18\xabZ\x9d\xd0\xa1\x14\xb1\xc8\xb1\xb2\xad\x08\xa5\xc0\xac\x18\xadB\xb0\xdc\xabp\xa2\xd8\xac\xfa\xa8\x82\xb4\x84\xba\x08\xb5x\xac\xea\xa9D\xb0\xa6\xacx\xa7\x88\xaa\x1c\xab<\xa5\xd4\xaa\xc4\xa8X\xa7\x82\xa5:\xa5\xc8\xaa\xa2\xa5L\xaap\xa38\xa6 \xa5\xd0\xa7\xdc\xa7\x12\xa66\xa5\xd0\xa8\xa8\xaej\xabr\xb24\xae\x16\xae\x96\xaa\xfa\xa7\x90\xad\\\xacx\xaa\xa4\xa8\xba\xa3\x8e\x9e\xfe\x9a\xe8\x94 \x90$\x8d\xf8\x8d8\x916\x8f\xfc\x8d\xcc\x8d'
Band 1,0.1953125
Band 2,0.0
Band 3,-128.0
Band 4,-128.0
Band 5,-128.0
Band 6,-128.0
Band 7,-128.0
Band 8,-128.0
Band 9,-128.0
Band 10,-128.0
Band 11,-128.0
Band 12,-128.0
Band 13,-128.0
Band 14,-128.0
Band 15,-128.0
Band 16,-128.0
Band 17,-128.0
Band 18,-128.0
Band 19,-128.0
Band 20,-128.0
Band 21,-128.0
Band 22,-128.0
Band 23,-128.0
Band 24,-128.0
Band 25,-128.0
Band 26,-119.0625
Band 27,-108.4765625
Band 28,-124.796875
Band 29,-115.859375
Band 30,-105.484375
Band 31,-94.609375
Band 32,-95.140625
Band 33,-89.796875
Band 34,-88.5625
Band 35,-85.9921875
Band 36,-86.75
Band 37,-87.109375
Band 38,-89.3828125
Band 39,-86.5546875
Band 40,-85.546875
Band 41,-99.2890625
Band 42,-94.8203125
Band 43,-79.5625
Band 44,-78.8515625
Band 45,-82.9453125
Band 46,-91.609375
Band 47,-83.8828125
Band 48,-83.5390625
Band 49,-80.3828125
Band 50,-84.78125
Band 51,-94.28125
Band 52,-83.8671875
Band 53,-87.7421875
Band 54,-76.203125
Band 55,-70.203125
Band 56,-75.6875
Band 57,-84.2421875
Band 58,-86.8046875
Band 59,-80.4453125
Band 60,-84.0703125
Band 61,-89.25
Band 62,-86.1796875
Band 63,-85.609375
Band 64,-91.4765625
Band 65,-85.890625
Band 66,-87.953125
Band 67,-86.921875
Band 68,-91.2109375
Band 69,-91.4921875
Band 70,-85.296875
Band 71,-85.234375
Band 72,-86.34375
Band 73,-90.7109375
Band 74,-90.4140625
Band 75,-91.5078125
Band 76,-88.8203125
Band 77,-88.7734375
Band 78,-90.5703125
Band 79,-91.4296875
Band 80,-87.8203125
Band 81,-81.984375
Band 82,-85.2265625
Band 83,-78.1875
Band 84,-82.4296875
Band 85,-82.5546875
Band 86,-86.0546875
Band 87,-88.65625
Band 88,-83.078125
Band 89,-84.28125
Band 90,-86.171875
Band 91,-88.0
Band 92,-92.90625
Band 93,-98.078125
Band 94,-101.6484375
Band 95,-107.7265625
Band 96,-112.5078125
Band 97,-114.828125
Band 98,-114.671875
Band 99,-111.4140625
Band 100,-113.421875
Band 101,-113.453125
Band 102,-114.6484375
/meters,"b'2\x00\x00\x00\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\xf0\x88\x86\x934\x83$\x8c\x84\x96d\xa1\xdc\xa04\xa6p\xa7\x02\xaa@\xa9\xe4\xa8\x9e\xa6r\xa9t\xaa\xb6\x9c.\xa1p\xb0&\xb1\x0e\xadd\xa4\x1e\xacv\xac\x9e\xaf8\xab\xb8\xa1""\xacB\xa8\xcc\xb3\xcc\xb9P\xb4\xc2\xab2\xa9\x8e\xaf\xee\xab\xc0\xa6\xd2\xa9d\xaa\x86\xa4\x1c\xaa\x0c\xa8\x14\xa9\xca\xa4\x82\xa4\xb4\xaa\xc4\xaa\xa8\xa9J\xa5\x96\xa5~\xa4.\xa7:\xa7n\xa5\x92\xa4.\xa8\x04\xae\xc6\xaa\xd0\xb1\x92\xadr\xad\xf2\xa9X\xa7\xec\xac\xb8\xab\xd4\xa9\x00\xa8\x18\xa3\xec\x9dZ\x9aF\x94~\x8f,\x8dT\x8d\x96\x90\x94\x8e\x8c\x8eZ\x8d'"
Band 1,0.1953125
Band 2,0.0
Band 3,-128.0
Band 4,-128.0
Band 5,-128.0
Band 6,-128.0
Band 7,-128.0
Band 8,-128.0
Band 9,-128.0
Band 10,-128.0
Band 11,-128.0
Band 12,-128.0
Band 13,-128.0
Band 14,-128.0
Band 15,-128.0
Band 16,-128.0
Band 17,-128.0
Band 18,-128.0
Band 19,-128.0
Band 20,-128.0
Band 21,-128.0
Band 22,-128.0
Band 23,-128.0
Band 24,-128.0
Band 25,-128.0
Band 26,-120.421875
Band 27,-109.2109375
Band 28,-125.796875
Band 29,-117.2109375
Band 30,-106.8359375
Band 31,-95.96875
Band 32,-96.4921875
Band 33,-91.1484375
Band 34,-89.9140625
Band 35,-87.34375
Band 36,-88.1015625
Band 37,-88.4609375
Band 38,-90.7421875
Band 39,-87.90625
Band 40,-86.8984375
Band 41,-100.640625
Band 42,-96.171875
Band 43,-80.9140625
Band 44,-80.2109375
Band 45,-84.296875
Band 46,-92.9609375
Band 47,-85.2421875
Band 48,-84.8984375
Band 49,-81.734375
Band 50,-86.1328125
Band 51,-95.5546875
Band 52,-85.140625
Band 53,-89.015625
Band 54,-77.484375
Band 55,-71.4765625
Band 56,-76.9609375
Band 57,-85.515625
Band 58,-88.078125
Band 59,-81.71875
Band 60,-85.34375
Band 61,-90.5234375
Band 62,-87.453125
Band 63,-86.8828125
Band 64,-92.75
Band 65,-86.671875
Band 66,-89.2265625
Band 67,-84.171875
Band 68,-92.484375
Band 69,-90.1953125
Band 70,-86.5703125
Band 71,-86.234375
Band 72,-86.0234375
Band 73,-92.0703125
Band 74,-90.4453125
Band 75,-92.859375
Band 76,-90.1796875
Band 77,-90.1328125
Band 78,-91.921875
Band 79,-92.78125
Band 80,-89.1796875
Band 81,-83.3359375
Band 82,-86.578125
Band 83,-79.546875
Band 84,-83.7890625
Band 85,-83.90625
Band 86,-87.40625
Band 87,-90.015625
Band 88,-84.4296875
Band 89,-85.6328125
Band 90,-87.5234375
Band 91,-89.3515625
Band 92,-94.265625
Band 93,-99.4375
Band 94,-103.0
Band 95,-109.0859375
Band 96,-113.7578125
Band 97,-115.4296875
Band 98,-112.8984375
Band 99,-111.2421875
Band 100,-112.25
Band 101,-112.15625
Band 102,-112.53125
/meters,b'2\x00\x00\x00\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x94\x87\xca\x924\x82\xca\x8a*\x95\x08\xa0\x82\x9f\xda\xa4\x16\xa6\xa8\xa8\xe6\xa7\x8a\xa7B\xa5\x18\xa8\x1a\xa9\\\x9b\xd4\x9f\x16\xaf\xca\xaf\xb4\xab\n\xa3\xc2\xaa\x1a\xabD\xae\xde\xa9r\xa0\xdc\xaa\xfc\xa6\x84\xb2\x86\xb8\n\xb3|\xaa\xec\xa7H\xae\xa8\xaaz\xa5\x8c\xa8\x1e\xa9@\xa3T\xa9\xc6\xa6\xd4\xab\x84\xa3\xce\xa5n\xa9\xc4\xa9\xfa\xa9\xee\xa3\x8e\xa5$\xa3\xd2\xa5\xde\xa5\x14\xa48\xa3\xd2\xa6\xaa\xacl\xa9t\xb06\xac\x18\xac\x98\xa8\xfc\xa5\x92\xab^\xaaz\xa8\xa6\xa6\xbc\xa1\x90\x9c\x00\x99\xea\x92>\x8e\x92\x8c\x1a\x8f\xc2\x90\xc0\x8f\xd8\x8fx\x8f'
Band 1,0.1953125
Band 2,0.0
Band 3,-128.0
Band 4,-128.0
Band 5,-128.0
Band 6,-128.0
Band 7,-128.0
Band 8,-128.0
Band 9,-128.0
Band 10,-128.0
Band 11,-128.0
Band 12,-128.0
Band 13,-128.0
Band 14,-128.0
Band 15,-128.0
Band 16,-128.0
Band 17,-128.0
Band 18,-128.0
Band 19,-128.0
Band 20,-128.0
Band 21,-128.0
Band 22,-128.0
Band 23,-128.0
Band 24,-128.0
Band 25,-128.0
Band 26,-121.0546875
Band 27,-109.8515625
Band 28,-126.4375
Band 29,-117.8515625
Band 30,-107.4765625
Band 31,-96.6015625
Band 32,-97.125
Band 33,-91.78125
Band 34,-90.5546875
Band 35,-87.984375
Band 36,-88.7421875
Band 37,-89.1015625
Band 38,-91.375
Band 39,-88.5390625
Band 40,-87.5390625
Band 41,-101.28125
Band 42,-96.8125
Band 43,-81.5546875
Band 44,-80.84375
Band 45,-84.9375
Band 46,-93.6015625
Band 47,-85.875
Band 48,-85.53125
Band 49,-82.3671875
Band 50,-86.7734375
Band 51,-96.265625
Band 52,-85.859375
Band 53,-89.734375
Band 54,-78.1953125
Band 55,-72.1875
Band 56,-77.6796875
Band 57,-86.234375
Band 58,-88.796875
Band 59,-82.4375
Band 60,-86.0546875
Band 61,-91.2421875
Band 62,-88.171875
Band 63,-87.6015625
Band 64,-93.46875
Band 65,-87.3828125
Band 66,-89.9375
Band 67,-84.890625
Band 68,-91.9921875
Band 69,-90.90625
Band 70,-87.2890625
Band 71,-85.1875
Band 72,-84.6171875
Band 73,-92.65625
Band 74,-91.1640625
Band 75,-92.6484375
Band 76,-90.890625
Band 77,-90.84375
Band 78,-92.640625
Band 79,-93.5
Band 80,-89.890625
Band 81,-84.0546875
Band 82,-87.296875
Band 83,-80.2578125
Band 84,-84.5
Band 85,-84.625
Band 86,-88.125
Band 87,-90.734375
Band 88,-85.1484375
Band 89,-86.3515625
Band 90,-88.2421875
Band 91,-90.0703125
Band 92,-94.984375
Band 93,-100.15625
Band 94,-103.71875
Band 95,-109.796875
Band 96,-114.46875
Band 97,-115.0859375
Band 98,-113.4765625
Band 99,-111.6328125
Band 100,-112.96875
Band 101,-112.875
Band 102,-113.25
/meters,b'2\x00\x00\x00\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\xf2\x86&\x92\x90\x81&\x8a\x86\x94f\x9f\xe0\x9e8\xa4r\xa5\x04\xa8B\xa7\xe6\xa6\xa0\xa4v\xa7v\xa8\xb8\x9a0\x9fr\xae(\xaf\x10\xabf\xa2 \xaax\xaa\xa2\xad:\xa9\xbc\x9f$\xaaD\xa6\xce\xb1\xd0\xb7R\xb2\xc4\xa94\xa7\x90\xad\xf2\xa9\xc2\xa4\xd4\xa7f\xa8\x88\xa2\x9e\xa8\x10\xa6\x1c\xab\x02\xa4\x18\xa5\xb6\xa8\xd0\xaab\xabX\xa3\xd6\xa4Z\xa3\x1c\xa5(\xa5\\\xa3\x80\xa2\x1c\xa6\xf2\xab\xb4\xa8\xbe\xaf\x80\xab`\xab\xe0\xa7D\xa5\xda\xaa\xa6\xa9\xc2\xa7\xee\xa5\x04\xa1\xd8\x9bH\x984\x92\x88\x8d\xea\x8c\x86\x8e^\x90\x08\x8f \x8f\xc0\x8e'
Band 1,0.1953125
Band 2,0.0
Band 3,-128.0
Band 4,-128.0
Band 5,-128.0
Band 6,-128.0
Band 7,-128.0
Band 8,-128.0
Band 9,-128.0
Band 10,-128.0
Band 11,-128.0
Band 12,-128.0
Band 13,-128.0
Band 14,-128.0
Band 15,-128.0
Band 16,-128.0
Band 17,-128.0
Band 18,-128.0
Band 19,-128.0
Band 20,-128.0
Band 21,-128.0
Band 22,-128.0
Band 23,-128.0
Band 24,-128.0
Band 25,-128.0
Band 26,-122.3515625
Band 27,-111.203125
Band 28,-127.7890625
Band 29,-119.203125
Band 30,-108.828125
Band 31,-97.9609375
Band 32,-98.484375
Band 33,-93.140625
Band 34,-91.90625
Band 35,-89.3359375
Band 36,-90.09375
Band 37,-90.453125
Band 38,-92.7265625
Band 39,-89.8984375
Band 40,-88.890625
Band 41,-102.6328125
Band 42,-98.1640625
Band 43,-82.90625
Band 44,-82.203125
Band 45,-86.2890625
Band 46,-94.953125
Band 47,-87.2265625
Band 48,-81.890625
Band 49,-79.9375
Band 50,-88.125
Band 51,-94.125
Band 52,-87.2109375
Band 53,-91.0859375
Band 54,-79.5546875
Band 55,-73.546875
Band 56,-79.03125
Band 57,-87.5859375
Band 58,-90.1484375
Band 59,-83.7890625
Band 60,-87.4140625
Band 61,-92.59375
Band 62,-89.5234375
Band 63,-88.953125
Band 64,-94.8203125
Band 65,-88.7421875
Band 66,-91.296875
Band 67,-85.6640625
Band 68,-91.2421875
Band 69,-92.265625
Band 70,-88.0625
Band 71,-84.28125
Band 72,-85.9765625
Band 73,-86.2578125
Band 74,-85.4921875
Band 75,-89.3828125
Band 76,-92.25
Band 77,-92.203125
Band 78,-93.9921875
Band 79,-94.8515625
Band 80,-91.25
Band 81,-85.40625
Band 82,-88.6484375
Band 83,-81.6171875
Band 84,-85.859375
Band 85,-85.9765625
Band 86,-89.4765625
Band 87,-92.0859375
Band 88,-86.5
Band 89,-87.703125
Band 90,-89.59375
Band 91,-91.421875
Band 92,-96.3359375
Band 93,-101.5078125
Band 94,-105.0703125
Band 95,-111.15625
Band 96,-115.828125
Band 97,-113.828125
Band 98,-113.7109375
Band 99,-110.484375
Band 100,-113.7421875
Band 101,-113.3515625
Band 102,-111.953125
/meters,"b'2\x00\x00\x00\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\xa6\x85\xcc\x906\x80\xcc\x88,\x93\n\x9e\x84\x9d\xdc\xa2\x18\xa4\xaa\xa6\xe8\xa5\x8c\xa5F\xa3\x1a\xa6\x1c\xa7^\x99\xd6\x9d\x18\xad\xcc\xad\xb6\xa9\x0c\xa1\xc6\xa8\x1c\xae\x10\xb0\xe0\xa7\xe0\xa1\xca\xa8\xea\xa4r\xb0t\xb6\xf8\xb0j\xa8\xda\xa56\xac\x96\xa8h\xa3z\xa6\x0c\xa7.\xa1B\xa7\xb4\xa4V\xaa\xc2\xa4\xbc\xa3\xf0\xa7\xb8\xab\x06\xaa\xbe\xa9\x82\xaa\x9e\xa6\xc0\xa3\xcc\xa3\x02\xa2&\xa1\xc0\xa4\x98\xaaZ\xa7b\xae$\xaa\x06\xaa\x86\xa6\xea\xa3\x80\xa9L\xa8h\xa6\x94\xa4\xaa\x9f~\x9a\xee\x96\xd8\x90,\x8c,\x8eJ\x8e\x84\x91B\x8e\xa6\x8e\x0c\x90'"
Band 1,0.1953125
Band 2,0.0
Band 3,-128.0
Band 4,-128.0
Band 5,-128.0
Band 6,-128.0
Band 7,-128.0
Band 8,-128.0
Band 9,-128.0
Band 10,-128.0
Band 11,-128.0
Band 12,-128.0
Band 13,-128.0
Band 14,-128.0
Band 15,-128.0
Band 16,-128.0
Band 17,-128.0
Band 18,-128.0
Band 19,-128.0
Band 20,-128.0
Band 21,-128.0
Band 22,-128.0
Band 23,-128.0
Band 24,-128.0
Band 25,-128.0
Band 26,-123.46875
Band 27,-112.3203125
Band 28,-128.0
Band 29,-120.3203125
Band 30,-109.9453125
Band 31,-99.0703125
Band 32,-99.59375
Band 33,-94.25
Band 34,-93.0234375
Band 35,-90.453125
Band 36,-91.2109375
Band 37,-91.5703125
Band 38,-93.84375
Band 39,-91.0078125
Band 40,-90.0078125
Band 41,-103.75
Band 42,-99.28125
Band 43,-84.0234375
Band 44,-83.3125
Band 45,-87.40625
Band 46,-95.578125
Band 47,-88.34375
Band 48,-83.0078125
Band 49,-81.0546875
Band 50,-89.2421875
Band 51,-88.890625
Band 52,-87.8515625
Band 53,-91.7265625
Band 54,-80.1875
Band 55,-74.1796875
Band 56,-79.671875
Band 57,-87.3515625
Band 58,-90.78125
Band 59,-84.4296875
Band 60,-88.046875
Band 61,-93.234375
Band 62,-90.1640625
Band 63,-89.59375
Band 64,-95.4609375
Band 65,-89.375
Band 66,-91.9296875
Band 67,-86.3046875
Band 68,-91.875
Band 69,-92.8984375
Band 70,-88.703125
Band 71,-84.921875
Band 72,-86.5703125
Band 73,-85.390625
Band 74,-86.1328125
Band 75,-90.015625
Band 76,-92.8828125
Band 77,-92.8359375
Band 78,-94.6328125
Band 79,-94.53125
Band 80,-91.8828125
Band 81,-86.046875
Band 82,-89.2890625
Band 83,-82.25
Band 84,-86.4921875
Band 85,-86.6171875
Band 86,-90.1171875
Band 87,-92.7265625
Band 88,-87.140625
Band 89,-88.34375
Band 90,-90.234375
Band 91,-92.0625
Band 92,-96.96875
Band 93,-102.1484375
Band 94,-105.7109375
Band 95,-111.7890625
Band 96,-114.734375
Band 97,-114.4609375
Band 98,-112.2890625
Band 99,-111.046875
Band 100,-110.3046875
Band 101,-112.375
Band 102,-111.4375
/meters,b'2\x00\x00\x00\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x88\x84\xae\x8f\x00\x80\xae\x87\x0e\x92\xee\x9ch\x9c\xc0\xa1\xfa\xa2\x8c\xa5\xca\xa4n\xa4(\xa2\xfe\xa4\xfe\xa5@\x98\xb8\x9c\xfa\xab\xb0\xac\x98\xa8l\xa0\xa8\xa7\xfe\xac\xf2\xae\xc2\xa6\x1c\xa7&\xa8F\xa4\xd0\xaf\xd2\xb5T\xb0\xa6\xa88\xa5\x92\xab\xf4\xa7\xc4\xa2\xd6\xa5h\xa6\x8a\xa0\xa0\xa6\x12\xa4\xb2\xa9 \xa4\x1a\xa3L\xa7\x14\xabn\xa9\x9c\xaa\xde\xa9\xfc\xa5\x1e\xa3*\xa3^\xa1x\xa1\x1e\xa4\xf4\xa9\xb6\xa6\xc0\xad\x82\xa9b\xa9\xe2\xa5F\xa3\xdc\xa8\xa8\xa7\xc4\xa5\xf0\xa3\x08\x9f\xda\x99J\x966\x90D\x8d\x8a\x8d\xb6\x8f\xf4\x90\xb2\x91\xa0\x8f\x90\x90'
Band 1,0.1953125
Band 2,0.0
Band 3,-128.0
Band 4,-128.0
Band 5,-128.0
Band 6,-128.0
Band 7,-128.0
Band 8,-128.0
Band 9,-128.0
Band 10,-128.0
Band 11,-128.0
Band 12,-128.0
Band 13,-128.0
Band 14,-128.0
Band 15,-128.0
Band 16,-128.0
Band 17,-128.0
Band 18,-128.0
Band 19,-128.0
Band 20,-128.0
Band 21,-128.0
Band 22,-128.0
Band 23,-128.0
Band 24,-128.0
Band 25,-128.0
Band 26,-122.1328125
Band 27,-113.1953125
Band 28,-123.0859375
Band 29,-115.796875
Band 30,-110.8203125
Band 31,-99.9453125
Band 32,-100.46875
Band 33,-95.1328125
Band 34,-93.8984375
Band 35,-91.328125
Band 36,-92.0859375
Band 37,-92.4453125
Band 38,-94.71875
Band 39,-91.890625
Band 40,-90.8828125
Band 41,-102.5546875
Band 42,-100.15625
Band 43,-84.8984375
Band 44,-84.1875
Band 45,-88.28125
Band 46,-96.453125
Band 47,-89.21875
Band 48,-83.8828125
Band 49,-81.9296875
Band 50,-90.1171875
Band 51,-88.71875
Band 52,-89.0234375
Band 53,-88.34375
Band 54,-81.5390625
Band 55,-75.5390625
Band 56,-81.0234375
Band 57,-88.703125
Band 58,-92.140625
Band 59,-85.78125
Band 60,-89.40625
Band 61,-94.5859375
Band 62,-91.515625
Band 63,-90.9453125
